gauge_id,country,gauge_name,water_body_name,id6,water_body_type,gauge_lon,gauge_lat,gauge_easting,gauge_northing,gauge_elevation,area,elev_mean,elev_min,elev_percentile10,elev_percentile25,elev_percentile50,elev_percentile75,elev_percentile90,elev_max,slope_mean,flat_area_perc,steep_area_perc,ind_start_date,ind_end_date,ind_number_of_years,p_mean,pet_mean,aridity,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,sign_start_date,sign_end_date,sign_number_of_years,q_mean,runoff_ratio,stream_elas,slope_fdc,baseflow_index_landson,hfd_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,sand_perc,sand_perc_5,sand_perc_25,sand_perc_50,sand_perc_75,sand_perc_90,sand_perc_skewness,sand_perc_missing,silt_perc,silt_perc_5,silt_perc_25,silt_perc_50,silt_perc_75,silt_perc_90,silt_perc_skewness,silt_perc_missing,clay_perc,clay_perc_5,clay_perc_25,clay_perc_50,clay_perc_75,clay_perc_90,clay_perc_skewness,clay_perc_missing,organic_perc,organic_perc_5,organic_perc_25,organic_perc_50,organic_perc_75,organic_perc_90,organic_perc_skewness,organic_perc_missing,bulk_dens,bulk_dens_5,bulk_dens_25,bulk_dens_50,bulk_dens_75,bulk_dens_90,bulk_dens_skewness,bulk_dens_missing,tot_avail_water,tot_avail_water_5,tot_avail_water_25,tot_avail_water_50,tot_avail_water_75,tot_avail_water_90,tot_avail_water_skewness,tot_avail_water_missing,root_depth,root_depth_5,root_depth_25,root_depth_50,root_depth_75,root_depth_90,root_depth_skewness,root_depth_missing,coarse_fragm_perc,coarse_fragm_perc_5,coarse_fragm_perc_25,coarse_fragm_perc_50,coarse_fragm_perc_75,coarse_fragm_perc_90,coarse_fragm_perc_skewness,coarse_fragm_perc_missing,porosity,porosity_5,porosity_25,porosity_50,porosity_75,porosity_90,porosity_skewness,porosity_missing,conductivity,conductivity_5,conductivity_25,conductivity_50,conductivity_75,conductivity_90,conductivity_skewness,conductivity_missing,geo_porosity,geo_log10_permeability,unconsol_sediments,siliciclastic_sedimentary,mixed_sedimentary,carbonate_sedimentary,pyroclastic,acid_volcanic,basic_volcanic,acid_plutonic,intermediate_plutonic,basic_plutonic,metamorphics,water_geo,ice_geo,crop_perc,grass_perc,scrub_perc,dwood_perc,mixed_wood_perc,ewood_perc,wetlands_perc,inwater_perc,ice_perc,loose_rock_perc,rock_perc,urban_perc,dom_land_cover,glac_area,glac_vol,glac_mass,glac_area_neighbours,n_inhabitants,dens_inhabitants,hp_count,hp_qturb,hp_inst_turb,hp_max_power,num_reservoir,reservoir_cap,reservoir_he,reservoir_fs,reservoir_irr,reservoir_nousedata,reservoir_year_first,reservoir_year_last,unconsol_coarse_perc,unconsol_medium_perc,unconsol_fine_perc,unconsol_imperm_perc,hardrock_perc,hardrock_imperm_perc,karst_perc,water_perc,null_perc,ext_area_perc
2463,CH,Bioggio-Campagna,Vecchio_Vedeggio,VVeBio,stream,8.91,46.01,2714340,1096590,282.0,5.4,526.12,280.97,294.8,332.74,476.09,677.54,871.25,973.7,16.34,14.23,53.65,1981-10-01,2020-09-30,39,4.813,2.742,0.57,0.373,0.015,23.282,1.376,son,255.97,5.615,djf,1981-10-01,2020-09-30,39,2.181,0.453,1.062,1.618,0.703,191.103,0.43,5.429,0.487,1.118,19.512,7.461,0.002,47.702,39.461,42.033,43.04,44.047,75.768,0.322,0.0,31.48,12.392,27.562,34.488,35.226,36.841,-0.359,0.0,20.819,8.319,21.273,23.245,23.622,23.924,-0.384,0.0,1.364,0.888,1.448,1.487,1.516,1.54,-0.373,0.0,1.374,1.302,1.329,1.362,1.403,1.649,0.082,0.0,52.795,35.666,40.769,44.414,46.655,84.034,0.384,0.0,0.664,0.54,0.7,0.9,1.1,1.26,-0.73,0.0,12.178,3.278,6.751,11.225,14.369,16.412,0.239,0.0,46.58,45.733,46.107,46.577,46.923,47.728,0.005,0.0,68.426,29.1,37.055,79.384,89.057,99.391,-0.396,0.0,0.017,-13.239,25.68,5.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.07,0.0,0.0,0.0,0.0,0.0,55.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.16,dwood_perc,0.0,0.0,0.0,0.0,3402,630.0,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,19.198,6.479,0.0,14.799,59.524,0.0,0.0,0.0,0.0
2467,CH,Gümmenen,Saane,SaaGue,stream,7.24,46.94,2585100,1199240,473.0,1881.3,1134.97,472.46,657.65,754.64,1019.79,1456.22,1752.08,3204.46,15.09,12.98,41.89,1981-10-01,2020-09-30,39,3.826,1.638,0.428,0.198,0.115,17.743,1.173,jja,212.483,3.755,son,,,0,,,,,,,,,,,,,,54.616,37.765,40.654,43.714,72.681,78.064,0.631,5.67,28.014,12.487,16.487,32.959,35.038,37.755,-0.448,5.67,17.37,6.904,10.161,18.855,24.305,27.307,-0.194,5.67,1.598,0.423,0.492,0.638,1.091,1.694,0.193,5.67,1.416,1.232,1.376,1.418,1.54,1.626,-0.009,5.67,95.931,42.782,86.208,102.925,107.661,113.388,-0.216,5.67,1.105,0.079,1.088,1.2,1.262,1.396,-0.244,0.0,8.778,2.61,4.742,5.028,14.334,17.02,0.652,5.67,46.969,44.036,45.461,46.907,48.66,49.913,0.03,0.3,46.623,3.714,27.576,50.082,69.417,114.775,-0.107,0.3,0.076,-12.693,30.67,0.0,26.6,41.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.13,28.85,29.6,0.73,0.2,9.93,20.2,0.77,0.87,0.18,2.27,2.02,4.37,grass_perc,2.6273,0.10744,91.328,0.0,269709,143.363,4,311.5,167.3,144.4,8,368500.0,1.0,0.0,0.0,0.0,1920.0,1973.0,0.37,4.759,24.995,0.48,28.594,27.764,11.938,1.1,0.0,0.0
2468,CH,St._Gallen-Bruggen_/_Au,Sitter,SitStG,stream,9.33,47.41,2742540,1253230,580.0,261.1,1044.52,579.19,783.96,863.01,973.53,1150.32,1377.87,2431.31,14.73,6.56,37.24,1981-10-01,2020-09-30,39,4.749,1.494,0.315,0.309,0.134,15.615,1.173,jja,201.74,3.486,son,1981-10-01,2020-09-30,39,3.343,0.704,1.163,2.418,0.481,203.795,0.6,10.569,6.0,1.322,26.743,4.615,0.0,49.257,26.272,39.251,43.244,66.157,77.38,0.336,4.47,32.3,14.218,21.908,34.842,36.254,50.091,-0.206,4.47,18.443,7.173,12.789,19.937,23.819,26.453,-0.213,4.47,1.133,0.425,0.532,0.591,0.789,1.693,0.153,4.47,1.408,1.244,1.365,1.398,1.451,1.603,0.063,4.47,105.736,83.231,95.428,106.767,113.041,121.563,-0.056,4.47,1.221,0.65,1.17,1.214,1.257,1.291,0.027,0.0,6.973,2.66,3.534,4.833,8.553,16.727,0.418,4.47,48.906,46.794,47.905,48.845,50.071,51.143,0.039,0.0,10.31,2.665,3.802,5.224,15.127,53.844,0.32,0.0,0.1,-13.467,11.94,0.0,70.89,17.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,59.1,0.0,0.43,8.91,21.5,1.04,0.0,0.0,2.87,1.14,5.02,grass_perc,0.028,0.00049,0.413,0.0,46466,177.962,1,1.3,2.5,2.5,1,1500.0,1.0,0.0,0.0,0.0,1900.0,1900.0,0.0,0.69,11.25,0.0,34.4,41.35,12.19,0.12,0.0,0.0
2469,CH,Hondrich,Kander,KanHon,stream,7.67,46.67,2617790,1168400,654.0,490.7,1845.96,650.85,1045.69,1399.0,1825.96,2255.85,2667.98,3675.06,27.09,2.51,81.27,1981-10-01,2020-09-30,39,4.115,1.344,0.327,0.228,0.32,17.718,1.163,,210.253,3.568,son,1981-10-01,2020-09-30,39,3.584,0.871,0.847,2.637,0.745,249.795,0.94,8.585,0.103,1.333,2.949,5.476,0.0,70.119,47.527,68.463,74.098,76.56,82.091,-0.315,40.03,19.568,10.801,15.361,16.287,20.859,37.443,0.378,40.03,10.313,5.622,8.145,8.981,11.616,18.102,0.308,40.03,0.877,0.418,0.486,0.837,1.12,1.336,0.109,40.03,1.492,1.361,1.399,1.514,1.587,1.675,-0.182,40.03,88.935,32.971,74.141,107.944,112.665,113.353,-0.567,40.03,0.673,0.012,0.059,0.896,1.147,1.269,-0.354,0.0,7.638,2.917,4.549,4.838,8.574,19.032,0.46,40.03,46.408,38.303,46.273,48.466,49.851,52.185,-0.317,0.29,30.648,14.505,27.365,28.422,31.095,69.449,0.151,0.29,0.057,-12.517,23.51,0.0,8.3,60.02,0.0,0.0,0.0,2.93,0.0,0.0,0.14,0.25,4.86,1.19,40.64,1.15,0.0,4.43,15.58,1.11,0.26,6.8,6.28,20.87,1.67,grass_perc,27.8539,1.65427,1406.131,0.0,18081,36.847,0,0.0,0.0,0.0,0,0.0,,,,,,,1.39,2.35,18.43,1.34,20.72,22.98,27.69,5.1,0.0,0.0
2471,CH,Murgenthal-Walliswil,Murg,MurMur,stream,7.83,47.25,2629340,1233555,421.0,183.4,659.15,419.19,498.85,567.67,671.13,742.85,796.12,1094.66,7.78,19.68,8.81,1981-10-01,2020-09-30,39,3.327,1.672,0.502,0.187,0.062,18.436,1.158,jja,222.022,3.86,son,1981-10-01,2020-09-30,39,1.599,0.481,1.247,1.176,0.751,166.0,0.685,3.508,0.154,1.0,0.0,0.0,0.0,42.068,36.557,40.535,40.857,42.444,62.323,0.16,0.0,34.551,27.499,33.661,35.044,35.368,36.799,-0.083,0.0,23.381,16.869,21.748,24.091,24.687,26.312,-0.245,0.0,1.412,0.504,0.55,0.583,0.627,0.715,0.163,0.0,1.365,1.36,1.376,1.384,1.395,1.455,-0.11,0.0,104.39,94.821,95.428,98.663,107.493,116.886,0.252,0.0,1.299,0.54,0.7,0.9,1.1,1.26,14.01,0.0,10.806,3.801,5.221,12.017,14.861,16.604,-0.228,0.0,45.391,43.747,44.822,45.425,46.017,46.899,-0.035,0.0,61.026,18.598,52.515,56.768,69.549,116.621,0.176,0.0,0.136,-13.938,23.22,0.0,76.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.35,0.0,0.04,0.0,3.95,19.71,0.0,0.0,0.0,0.0,0.0,7.95,crop_perc,0.0,0.0,0.0,0.0,39332,214.46,0,0.0,0.0,0.0,0,0.0,,,,,,,3.85,11.96,7.4,0.0,64.93,11.86,0.0,0.0,0.0,0.0
2473,CH,Diepoldsau-Rietbrücke,Rhein,RheDie,stream,9.64,47.38,2766280,1250360,409.0,6297.4,1770.67,407.61,817.25,1328.6,1846.7,2268.07,2549.91,3558.31,23.84,4.95,76.36,1981-10-01,2020-09-30,39,3.638,1.498,0.412,0.343,0.306,16.307,1.207,jja,202.304,3.433,djf,1981-10-01,2020-09-30,39,3.201,0.88,1.071,1.545,0.765,237.718,1.221,7.141,0.051,1.0,0.128,1.0,0.0,62.309,36.657,42.442,69.19,76.96,87.59,-0.368,13.32,24.478,8.398,14.276,22.088,36.102,43.96,0.185,13.32,13.212,4.411,9.112,10.791,19.195,24.184,0.356,13.32,1.108,0.37,0.441,0.861,1.432,2.149,0.156,13.32,1.509,1.287,1.408,1.535,1.589,1.736,-0.181,13.32,69.576,21.043,48.161,69.932,104.676,113.317,-0.011,13.32,0.768,0.034,0.267,0.877,1.221,1.299,-0.203,0.0,10.536,2.693,3.93,9.65,15.816,19.763,0.133,13.32,47.867,38.746,47.442,49.071,50.705,52.642,-0.237,0.41,28.175,3.074,27.189,27.812,28.017,57.957,0.025,0.41,0.047,-12.755,17.68,2.92,7.49,41.21,0.0,0.57,1.37,1.94,0.14,0.04,25.99,0.19,0.45,2.92,34.32,0.12,0.91,5.35,23.04,5.08,0.4,0.98,11.13,12.79,2.97,grass_perc,48.2211,1.79232,1523.471,10.122,402718,63.95,15,523.2,1825.4,1783.6,20,573130.0,0.999,0.0,0.0,0.0,1919.0,1989.0,2.89,1.33,17.348,0.57,22.898,36.846,17.238,0.88,0.0,0.0
2474,CH,Buseno,Calancasca,CalBus,stream,9.12,46.28,2729440,1127180,768.0,120.5,1930.4,767.95,1275.33,1599.86,1968.9,2275.82,2507.5,3169.93,31.66,0.38,93.95,1982-10-01,2020-09-30,37,4.598,1.665,0.362,0.449,0.272,21.431,1.363,son,245.716,4.966,djf,1982-10-01,2020-09-30,37,3.1,0.674,1.434,2.522,0.526,237.946,0.549,10.848,13.513,2.404,32.458,19.063,0.0,75.31,44.156,67.826,76.298,87.525,87.72,-0.077,31.53,16.375,8.28,8.475,15.24,22.679,33.597,0.136,31.53,8.314,4.505,6.526,8.906,10.014,20.645,-0.124,31.53,0.99,0.434,0.706,0.943,1.368,1.734,0.085,31.53,1.624,1.412,1.575,1.597,1.735,1.737,0.243,31.53,60.507,17.224,39.757,61.054,70.451,102.933,-0.017,31.53,0.617,0.014,0.072,0.342,1.12,1.264,0.456,0.0,9.16,2.604,3.497,7.076,16.345,20.136,0.276,31.53,47.829,39.375,40.622,50.646,51.485,52.779,-0.509,0.2,28.06,26.999,27.389,27.676,40.546,54.911,0.085,0.2,0.01,-13.794,9.6,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,88.41,0.0,0.0,0.59,18.78,0.0,1.62,0.11,34.84,10.79,0.0,0.52,13.12,19.39,0.23,ewood_perc,0.3711,0.01152,9.791,0.0,375,3.112,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,2.04,7.56,0.0,34.53,55.87,0.0,0.0,0.0,0.0
2475,CH,Bignasco-Ponte_nuovo,Maggia,MagBig,stream,8.61,46.34,2690040,1132550,438.0,315.5,1879.22,436.83,1089.3,1519.46,1965.98,2285.76,2503.37,3209.69,31.0,1.46,90.51,1982-10-01,2020-09-30,38,5.266,1.645,0.312,0.225,0.301,20.999,1.511,son,233.044,4.495,djf,1982-10-01,2020-09-30,38,1.107,0.21,1.644,1.122,0.404,209.158,0.313,2.794,16.131,2.331,0.0,0.0,0.0,72.824,43.541,69.997,74.389,77.491,87.574,-0.133,37.41,17.546,8.425,12.591,17.038,22.376,34.498,0.067,37.41,9.63,4.28,8.64,9.337,9.761,21.426,0.065,37.41,1.009,0.428,0.438,0.92,1.417,1.531,0.165,37.41,1.59,1.385,1.585,1.588,1.591,1.736,0.026,37.41,51.87,15.558,27.52,46.531,70.613,104.236,0.162,37.41,0.434,0.012,0.061,0.205,0.82,1.224,0.444,0.0,12.886,2.631,3.676,15.445,17.942,20.388,-0.341,37.41,48.708,39.192,41.896,51.241,52.225,53.728,-0.472,0.79,27.743,26.989,27.367,27.627,37.819,54.058,0.045,0.79,0.025,-14.197,4.92,0.0,11.07,2.46,0.0,0.0,0.0,0.0,0.0,0.14,79.05,1.07,1.29,0.15,16.47,0.0,10.06,15.5,8.33,8.86,0.72,1.37,16.97,21.45,0.12,rock_perc,3.3357,0.0945,80.321,0.0,1015,3.217,4,107.5,500.0,437.0,5,133260.0,1.0,0.0,0.0,0.0,1956.0,1969.0,0.0,0.2,4.72,0.0,53.57,38.83,0.32,2.36,0.0,0.0
2477,CH,Zug-Letzi,Lorze,LorZug,stream,8.5,47.18,2680600,1226070,419.0,100.2,821.76,419.26,543.84,723.41,804.82,966.03,1083.22,1556.38,10.35,22.6,26.87,1982-10-01,2020-09-30,38,4.287,1.696,0.396,0.393,0.07,17.684,1.177,jja,212.545,3.63,son,1982-10-01,2020-09-30,38,2.513,0.586,1.168,1.31,0.707,196.921,0.888,5.993,0.447,1.417,2.132,9.0,0.0,47.799,37.909,40.514,40.859,49.772,64.824,0.651,7.98,31.992,23.978,27.6,34.456,35.042,36.104,-0.49,7.98,20.209,11.155,13.314,24.175,24.887,25.386,-0.642,7.98,0.805,0.426,0.486,0.587,0.651,0.72,0.072,7.98,1.424,1.368,1.377,1.384,1.527,1.545,0.33,7.98,98.383,91.045,95.445,97.305,104.978,107.519,0.129,7.98,1.181,0.349,1.066,1.179,1.292,1.457,0.006,0.0,10.64,2.915,4.422,12.545,15.453,16.782,-0.326,7.98,47.928,44.94,46.741,47.707,48.896,51.477,0.122,5.95,30.872,3.76,9.279,26.391,55.356,82.967,0.137,5.95,0.09,-13.198,52.47,0.0,40.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78,0.0,23.77,24.49,0.37,0.0,13.2,24.27,0.0,7.24,0.0,0.45,0.0,6.21,grass_perc,0.0,0.0,0.0,0.0,32239,321.746,0,0.0,0.0,0.0,0,0.0,,,,,,,1.07,21.028,29.547,0.83,6.729,34.017,0.0,6.779,0.0,0.0
2478,CH,Soyhières-Bois_du_Treuil,Birse,BirSoy,stream,7.4,47.39,2596780,1249070,394.0,569.5,810.4,391.09,506.13,626.27,816.46,980.09,1089.92,1418.57,13.73,11.8,37.54,1982-10-01,2020-09-30,38,3.529,1.998,0.566,0.076,0.081,17.841,1.185,jja,213.361,3.748,son,1982-10-01,2020-09-30,38,1.613,0.457,1.298,2.178,0.607,161.474,0.352,4.586,1.921,1.553,9.947,6.873,0.0,43.398,24.886,37.778,42.59,43.252,74.291,0.062,0.0,33.952,14.316,31.598,34.254,37.719,43.177,-0.035,0.0,22.65,13.722,18.932,22.226,23.918,37.352,0.046,0.0,1.545,0.517,0.638,1.215,1.496,1.993,0.092,0.0,1.363,1.236,1.29,1.387,1.404,1.509,-0.161,0.0,93.93,50.819,85.304,100.656,105.873,120.666,-0.241,0.0,1.144,0.629,1.158,1.205,1.253,1.291,-0.197,0.0,7.095,3.233,4.777,6.5,8.955,13.25,0.188,0.0,47.048,44.015,45.668,46.924,48.578,50.048,0.067,0.0,41.387,3.941,10.184,50.646,68.993,120.342,-0.238,0.0,0.075,-12.322,11.22,0.0,23.29,65.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.72,17.97,0.17,3.12,44.23,2.76,0.0,0.0,0.0,0.09,0.0,4.94,mixed_wood_perc,0.0,0.0,0.0,0.0,68337,119.995,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,3.58,5.899,1.75,18.578,20.848,49.345,0.0,0.0,0.0
2480,CH,Boudry,Areuse,AreBou,stream,6.84,46.95,2554350,1199940,456.0,377.7,1083.97,447.96,831.27,1027.95,1110.69,1180.37,1244.85,1570.3,10.33,20.01,22.76,1981-10-01,2020-09-30,39,4.041,1.648,0.408,-0.047,0.138,17.564,1.2,djf,212.355,3.89,son,1981-10-01,2020-09-30,39,2.573,0.637,1.479,2.933,0.51,155.385,0.363,8.726,5.179,1.772,44.999,9.804,0.0,63.316,37.532,43.211,63.686,76.395,77.741,-0.022,0.01,22.302,12.96,14.951,15.814,34.665,43.347,0.574,0.01,14.382,6.969,7.766,16.265,19.901,25.706,-0.28,0.01,2.819,0.432,0.467,0.751,1.107,4.046,0.245,0.01,1.425,1.059,1.376,1.445,1.537,1.611,-0.066,0.01,92.646,48.024,82.303,84.916,105.422,114.2,0.248,0.01,1.19,0.534,1.037,1.143,1.249,1.422,0.181,0.0,6.107,2.86,4.148,5.57,8.622,11.717,0.163,0.01,48.587,46.165,47.602,48.876,49.622,50.446,-0.209,0.0,15.331,3.285,6.904,11.427,24.8,65.37,0.175,0.0,0.058,-11.895,11.19,0.0,3.84,84.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,34.34,14.25,0.74,2.2,22.18,24.11,0.0,0.14,0.0,0.04,0.0,2.0,crop_perc,0.0,0.0,0.0,0.0,20062,53.116,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,1.41,6.68,3.27,8.12,2.83,77.57,0.12,0.0,0.0
2481,CH,Buochs-Flugplatz,Engelberger_Aa,EnABuo,stream,8.41,46.97,2673555,1202870,441.0,228.0,1604.12,441.24,815.81,1176.5,1599.17,2043.6,2387.5,3137.86,27.16,2.82,81.21,1981-10-01,2020-09-30,39,4.601,1.438,0.313,0.265,0.278,16.538,1.16,jja,205.304,3.465,son,1981-10-01,2020-09-30,39,4.677,1.017,0.618,2.708,0.73,254.154,1.096,11.883,0.103,1.333,9.769,2.523,0.0,72.257,53.55,72.509,73.812,76.379,79.307,-0.158,27.82,17.178,11.355,13.757,16.127,17.385,35.863,0.152,27.82,10.565,6.418,8.416,9.305,13.27,17.519,0.328,27.82,0.935,0.4,0.438,0.952,1.192,1.358,-0.043,27.82,1.511,1.362,1.379,1.528,1.588,1.644,-0.154,27.82,75.447,24.52,68.889,85.144,108.517,113.328,-0.257,27.82,0.711,0.015,0.075,0.95,1.147,1.269,-0.393,0.0,10.637,3.885,4.836,8.21,15.471,19.879,0.362,27.82,49.142,39.709,48.542,50.591,51.653,52.969,-0.349,0.03,22.746,5.353,26.359,27.508,29.26,32.158,-0.4,0.03,0.06,-12.472,23.04,0.0,14.6,54.77,0.0,0.0,0.0,0.0,0.0,0.0,5.45,0.23,1.91,0.27,40.96,0.27,2.18,13.44,10.17,4.65,0.13,3.67,6.5,16.09,1.66,grass_perc,7.1242,0.2475,210.374,0.0,10215,44.803,2,2.55,17.2,15.2,2,1800.0,1.0,0.0,0.0,0.0,1937.0,1962.0,0.21,4.97,17.86,0.0,23.62,12.06,39.14,2.14,0.0,0.0
2484,CH,Lauerz-Chlostermatt,Lauerzersee,LaSLau,lake,8.6,47.03,2688020,1209530,448.0,72.4,883.66,442.63,463.07,599.56,866.94,1136.45,1324.47,1641.88,15.35,11.92,49.59,1981-10-01,2020-09-30,39,4.824,1.693,0.351,0.339,0.083,17.333,1.164,jja,208.612,3.581,son,,,0,,,,,,,,,,,,,,52.568,38.049,40.645,43.84,66.321,75.709,0.604,2.76,28.806,12.514,21.365,33.442,35.337,37.574,-0.48,2.76,18.625,10.177,14.029,19.189,24.516,26.955,-0.094,2.76,0.658,0.375,0.485,0.59,0.676,1.167,0.22,2.76,1.443,1.327,1.38,1.42,1.524,1.57,0.246,2.76,99.178,83.592,93.855,100.245,106.575,112.905,-0.099,2.76,1.255,1.008,1.181,1.22,1.26,1.292,0.162,0.0,8.549,2.749,4.752,7.801,12.301,15.785,0.152,2.76,48.688,47.013,47.629,48.222,49.558,51.528,0.319,3.0,12.74,3.246,6.708,11.036,15.782,54.443,0.087,3.0,0.095,-12.809,34.04,0.0,37.9,24.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,0.0,13.18,41.01,1.08,0.0,17.97,17.96,0.27,4.15,0.0,0.01,0.0,4.37,grass_perc,0.0,0.0,0.0,0.0,9683,133.743,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,8.62,23.97,1.45,38.14,20.17,3.87,3.78,0.0,0.0
2485,CH,Boncourt-Frontière,Allaine,AllBon,stream,7.01,47.5,2567830,1261200,368.0,212.0,568.91,365.91,462.66,496.83,552.62,608.79,718.23,992.52,7.52,28.87,12.94,1984-10-01,2020-09-30,36,3.048,2.028,0.665,0.093,0.04,16.361,1.159,jja,219.778,3.88,son,1984-10-01,2020-09-30,36,1.282,0.42,1.515,2.684,0.536,145.333,0.176,4.197,7.472,2.038,48.778,7.839,0.0,39.866,36.152,37.419,40.625,41.423,42.982,-0.221,0.0,37.245,33.159,34.307,34.601,43.169,44.315,0.57,0.0,22.889,18.843,20.931,24.011,24.611,26.311,-0.287,0.0,0.978,0.468,0.525,0.618,1.374,1.95,0.657,0.0,1.362,1.283,1.324,1.382,1.386,1.41,-0.44,0.0,99.12,47.929,95.902,101.281,104.001,124.234,-0.098,0.0,1.195,0.431,0.65,0.867,1.083,1.257,1.166,0.0,9.374,3.801,5.97,11.162,11.66,14.908,-0.466,0.0,44.936,43.676,44.126,44.689,45.507,46.975,0.222,0.0,80.367,45.445,65.853,74.628,105.922,127.309,0.191,0.0,0.056,-12.253,20.42,0.0,7.33,72.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.97,8.82,0.0,13.29,13.37,12.64,0.0,0.0,0.0,0.0,0.0,6.91,crop_perc,0.0,0.0,0.0,0.0,20098,94.802,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,2.58,7.98,9.87,9.95,7.41,62.21,0.0,0.0,0.0
2486,CH,Vevey-Copet,Veveyse,VevVev,stream,6.85,46.47,2554675,1146565,409.0,64.5,1105.31,401.85,695.24,849.98,1141.72,1334.7,1481.83,1932.5,15.43,4.78,45.4,1984-10-01,2020-09-30,36,4.141,1.96,0.473,0.162,0.102,18.944,1.176,jja,222.472,4.015,son,1984-10-01,2020-09-30,36,2.668,0.644,1.457,2.87,0.485,177.278,0.369,9.03,8.028,1.332,50.472,6.223,0.0,58.354,34.707,40.492,54.813,68.696,84.374,0.195,0.0,26.825,9.719,17.807,27.705,34.547,42.707,-0.071,0.0,14.821,4.97,10.806,13.232,23.207,26.989,0.202,0.0,1.277,0.401,0.461,0.593,0.867,1.695,0.17,0.0,1.477,1.238,1.394,1.528,1.549,1.7,-0.239,0.0,98.452,73.291,90.673,104.761,105.813,109.186,-0.302,0.0,1.258,1.053,1.169,1.213,1.256,1.291,0.5,0.0,6.385,2.544,3.238,4.401,8.818,16.297,0.396,0.0,47.067,44.246,45.81,47.084,48.566,49.639,-0.01,0.0,48.198,8.836,28.95,53.219,69.465,81.657,-0.181,0.0,0.091,-13.431,21.07,0.0,41.6,37.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.82,26.9,1.97,0.0,17.32,27.64,0.0,0.0,0.0,0.0,0.0,5.36,ewood_perc,0.0,0.0,0.0,0.0,7381,114.434,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,0.05,21.02,0.0,35.73,19.88,23.32,0.0,0.0,0.0
2487,CH,Werthenstein-Chappelboden,Kleine_Emme,KlEWer,stream,8.07,47.03,2647870,1209510,600.0,311.5,1170.7,605.96,792.27,915.33,1103.58,1399.06,1644.13,2290.46,17.29,3.47,54.24,1984-10-01,2020-09-30,36,4.639,1.577,0.34,0.257,0.15,17.083,1.176,jja,206.722,3.524,son,1984-10-01,2020-09-30,36,2.999,0.646,1.444,2.419,0.546,202.778,0.586,8.727,2.861,1.256,20.222,5.688,0.0,48.007,26.418,38.333,42.334,61.225,76.591,0.338,0.0,33.266,15.277,26.425,34.582,35.544,53.301,-0.109,0.0,18.727,7.65,12.921,20.047,24.198,26.989,-0.187,0.0,1.106,0.402,0.487,0.584,0.856,1.695,0.166,0.0,1.414,1.238,1.367,1.414,1.53,1.609,0.001,0.0,104.279,84.394,95.456,105.535,107.915,120.512,-0.075,0.0,1.255,1.05,1.167,1.212,1.256,1.291,0.482,0.0,7.129,2.615,3.305,4.757,9.46,16.691,0.447,0.0,48.841,46.273,47.403,48.742,50.332,51.534,0.057,0.0,23.249,3.987,10.412,22.85,32.089,67.187,0.018,0.0,0.127,-13.763,17.2,0.0,59.2,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,49.49,0.64,0.18,17.78,25.05,1.42,0.0,0.0,1.9,1.7,1.29,grass_perc,0.0,0.0,0.0,0.0,14947,47.984,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,1.84,14.33,1.03,36.69,37.09,9.02,0.0,0.0,0.0
